,so_id,sso_id,customer_id,quantity,label_price,discount,amount,paid_time,item_id,option_id,order_date,order_weekday,order_hour,is_weekend,is_night,customer_segment,member_level,customer_group_id,is_multi_order,cluster,year,month
24,SO_20,0,Customer_202,1,123.25,0.9,110.925,2021-01-01 23:18:48,Item_0,Option_0,2021-01-01,4,23,0,1,Medium,A,CustomerGroup_0,False,1,2021,1
25,SO_21,0,Customer_29,1,202.94,0.9,182.64600000000002,2021-01-02 02:13:17,Item_1,Option_20,2021-01-02,5,2,1,1,Low,B,CustomerGroup_0,False,2,2021,1
26,SO_22,0,Customer_784,2,176.5,0.9,317.7,2021-01-02 02:36:57,Item_6,Option_15,2021-01-02,5,2,1,1,Medium,B,CustomerGroup_1,False,2,2021,1
27,SO_22,1,Customer_784,2,179.59,0.9,323.262,2021-01-02 02:36:57,Item_6,Option_6,2021-01-02,5,2,1,1,Medium,B,CustomerGroup_1,False,2,2021,1
28,SO_23,0,Customer_644,1,202.94,0.9,182.64600000000002,2021-01-02 08:53:16,Item_1,Option_20,2021-01-02,5,8,1,0,Medium,B,CustomerGroup_1,False,1,2021,1
29,SO_24,0,Customer_644,3,53.18,0.9,143.58599999999998,2021-01-02 09:08:12,Item_8,Option_8,2021-01-02,5,9,1,0,Medium,B,CustomerGroup_1,True,1,2021,1
30,SO_24,1,Customer_644,3,29.53,0.9,79.73100000000001,2021-01-02 09:08:12,Item_8,Option_19,2021-01-02,5,9,1,0,Medium,B,CustomerGroup_1,True,1,2021,1
31,SO_25,0,Customer_680,3,176.5,0.9,476.55,2021-01-02 13:37:19,Item_6,Option_15,2021-01-02,5,13,1,0,High,B,CustomerGroup_1,False,1,2021,1
32,SO_26,1,Customer_840,2,86.77,0.9,156.186,2021-01-02 16:27:23,Item_3,Option_17,2021-01-02,5,16,1,0,Medium,B,CustomerGroup_2,False,2,2021,1
33,SO_26,0,Customer_840,1,49.83,0.9,44.847,2021-01-02 16:27:23,Item_3,Option_3,2021-01-02,5,16,1,0,Medium,B,CustomerGroup_2,False,2,2021,1
34,SO_27,1,Customer_924,2,29.53,0.9,53.154,2021-01-02 17:04:08,Item_8,Option_19,2021-01-02,5,17,1,0,Medium,C,CustomerGroup_2,False,1,2021,1
35,SO_27,0,Customer_924,3,53.18,0.9,143.58599999999998,2021-01-02 17:04:08,Item_8,Option_8,2021-01-02,5,17,1,0,Medium,C,CustomerGroup_2,False,1,2021,1
36,SO_28,0,Customer_405,2,192.22,0.9,345.996,2021-01-02 18:34:54,Item_0,Option_12,2021-01-02,5,18,1,0,Medium,A,CustomerGroup_0,False,1,2021,1
37,SO_29,0,Customer_919,3,108.78,0.9,293.706,2021-01-02 19:16:22,Item_1,Option_1,2021-01-02,5,19,1,0,Medium,A,CustomerGroup_2,False,0,2021,1
38,SO_30,0,Customer_340,4,192.22,0.9,691.992,2021-01-02 22:38:21,Item_0,Option_12,2021-01-02,5,22,1,1,Medium,B,CustomerGroup_0,False,2,2021,1
39,SO_31,0,Customer_560,1,169.69,0.9,152.721,2021-01-02 23:38:00,Item_10,Option_13,2021-01-02,5,23,1,1,Low,A,CustomerGroup_1,False,2,2021,1
40,SO_32,0,Customer_794,1,86.77,0.9,78.093,2021-01-02 23:41:12,Item_3,Option_17,2021-01-02,5,23,1,1,Medium,A,CustomerGroup_1,False,2,2021,1
41,SO_33,0,Customer_579,1,202.94,0.9,182.64600000000002,2021-01-03 00:31:25,Item_1,Option_20,2021-01-03,6,0,1,1,Medium,A,CustomerGroup_1,False,2,2021,1
42,SO_34,0,Customer_662,1,31.94,0.9,28.746000000000002,2021-01-03 00:57:42,Item_11,Option_11,2021-01-03,6,0,1,1,Medium,B,CustomerGroup_1,False,1,2021,1
43,SO_35,0,Customer_215,1,202.94,0.9,182.64600000000002,2021-01-03 02:59:58,Item_1,Option_20,2021-01-03,6,2,1,1,Medium,C,CustomerGroup_0,False,2,2021,1
44,SO_36,0,Customer_767,1,108.78,0.9,97.902,2021-01-03 10:35:29,Item_1,Option_1,2021-01-03,6,10,1,0,Low,C,CustomerGroup_1,False,0,2021,1
45,SO_36,1,Customer_767,2,202.94,0.9,365.29200000000003,2021-01-03 10:35:29,Item_1,Option_20,2021-01-03,6,10,1,0,Low,C,CustomerGroup_1,False,0,2021,1
46,SO_37,0,Customer_462,1,86.77,0.9,78.093,2021-01-03 10:56:18,Item_3,Option_17,2021-01-03,6,10,1,0,Low,B,CustomerGroup_0,False,2,2021,1
47,SO_38,0,Customer_190,7,94.12,0.9,592.956,2021-01-03 12:02:33,Item_5,Option_5,2021-01-03,6,12,1,0,Medium,B,CustomerGroup_0,False,2,2021,1
48,SO_39,0,Customer_2,2,49.83,0.9,89.694,2021-01-03 12:51:35,Item_3,Option_3,2021-01-03,6,12,1,0,Low,B,CustomerGroup_0,False,2,2021,1
49,SO_40,0,Customer_258,1,176.5,0.9,158.85,2021-01-03 12:52:44,Item_6,Option_15,2021-01-03,6,12,1,0,Low,B,CustomerGroup_0,False,2,2021,1
50,SO_41,0,Customer_2,1,70.1,0.9,63.089999999999996,2021-01-03 13:10:19,Item_11,Option_21,2021-01-03,6,13,1,0,Low,B,CustomerGroup_0,True,2,2021,1
51,SO_42,0,Customer_787,4,108.78,0.9,391.608,2021-01-03 15:38:50,Item_1,Option_1,2021-01-03,6,15,1,0,Medium,C,CustomerGroup_1,False,1,2021,1
52,SO_43,0,Customer_41,1,192.22,0.9,172.998,2021-01-03 16:04:25,Item_0,Option_12,2021-01-03,6,16,1,0,Low,C,CustomerGroup_0,False,2,2021,1
53,SO_44,0,Customer_228,1,53.18,0.9,47.862,2021-01-03 16:14:44,Item_8,Option_8,2021-01-03,6,16,1,0,Low,A,CustomerGroup_0,False,0,2021,1
54,SO_45,0,Customer_830,1,123.25,0.9,110.925,2021-01-03 16:40:08,Item_0,Option_0,2021-01-03,6,16,1,0,Low,B,CustomerGroup_2,False,0,2021,1
55,SO_46,0,Customer_986,1,94.37,0.9,84.933,2021-01-03 18:10:19,Item_7,Option_7,2021-01-03,6,18,1,0,Low,B,CustomerGroup_2,False,0,2021,1
56,SO_47,0,Customer_892,1,123.25,0.9,110.925,2021-01-03 19:32:44,Item_0,Option_0,2021-01-03,6,19,1,0,High,B,CustomerGroup_2,False,1,2021,1
57,SO_48,0,Customer_30,1,53.18,0.9,47.862,2021-01-03 20:20:04,Item_8,Option_8,2021-01-03,6,20,1,1,Low,A,CustomerGroup_0,False,0,2021,1
58,SO_48,1,Customer_30,2,29.53,0.9,53.154,2021-01-03 20:20:04,Item_8,Option_19,2021-01-03,6,20,1,1,Low,A,CustomerGroup_0,False,0,2021,1
59,SO_49,0,Customer_528,1,176.5,0.9,158.85,2021-01-03 20:48:11,Item_6,Option_15,2021-01-03,6,20,1,1,Medium,B,CustomerGroup_1,False,1,2021,1
60,SO_50,0,Customer_709,1,49.83,0.9,44.847,2021-01-03 20:56:14,Item_3,Option_3,2021-01-03,6,20,1,1,Medium,C,CustomerGroup_1,False,2,2021,1
61,SO_51,0,Customer_199,1,94.12,0.9,84.70800000000001,2021-01-03 21:19:00,Item_5,Option_5,2021-01-03,6,21,1,1,Medium,A,CustomerGroup_0,False,2,2021,1
62,SO_52,0,Customer_422,1,86.77,0.9,78.093,2021-01-04 01:20:54,Item_3,Option_17,2021-01-04,0,1,0,1,Low,A,CustomerGroup_0,False,2,2021,1
63,SO_53,0,Customer_277,1,179.59,0.9,161.631,2021-01-04 05:10:49,Item_6,Option_6,2021-01-04,0,5,0,1,Low,B,CustomerGroup_0,False,0,2021,1
64,SO_54,0,Customer_649,3,53.18,0.9,143.58599999999998,2021-01-04 08:58:33,Item_8,Option_8,2021-01-04,0,8,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
65,SO_54,1,Customer_649,3,29.53,0.9,79.73100000000001,2021-01-04 08:58:33,Item_8,Option_19,2021-01-04,0,8,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
66,SO_55,0,Customer_124,1,53.18,0.9,47.862,2021-01-04 09:15:44,Item_8,Option_8,2021-01-04,0,9,0,0,Low,C,CustomerGroup_0,False,0,2021,1
67,SO_56,0,Customer_553,1,68.59,0.9,61.731,2021-01-04 09:53:23,Item_4,Option_4,2021-01-04,0,9,0,0,Low,B,CustomerGroup_1,False,0,2021,1
68,SO_57,1,Customer_692,2,29.53,0.9,53.154,2021-01-04 10:25:51,Item_8,Option_19,2021-01-04,0,10,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
69,SO_57,0,Customer_692,2,53.18,0.9,95.724,2021-01-04 10:25:51,Item_8,Option_8,2021-01-04,0,10,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
70,SO_58,0,Customer_6,1,70.1,0.9,63.089999999999996,2021-01-04 10:25:54,Item_11,Option_21,2021-01-04,0,10,0,0,High,A,CustomerGroup_0,False,2,2021,1
71,SO_58,1,Customer_6,1,31.94,0.9,28.746000000000002,2021-01-04 10:25:54,Item_11,Option_11,2021-01-04,0,10,0,0,High,A,CustomerGroup_0,False,2,2021,1
72,SO_59,0,Customer_91,1,68.59,0.9,61.731,2021-01-04 11:21:16,Item_4,Option_4,2021-01-04,0,11,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
73,SO_60,0,Customer_223,1,86.77,0.9,78.093,2021-01-04 14:26:36,Item_3,Option_17,2021-01-04,0,14,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
74,SO_61,0,Customer_223,1,31.94,0.9,28.746000000000002,2021-01-04 14:30:25,Item_11,Option_11,2021-01-04,0,14,0,0,Medium,B,CustomerGroup_0,True,2,2021,1
75,SO_61,1,Customer_223,1,70.1,0.9,63.089999999999996,2021-01-04 14:30:25,Item_11,Option_21,2021-01-04,0,14,0,0,Medium,B,CustomerGroup_0,True,2,2021,1
76,SO_62,0,Customer_792,3,94.12,0.9,254.12400000000002,2021-01-04 15:06:40,Item_5,Option_5,2021-01-04,0,15,0,0,Medium,A,CustomerGroup_1,False,1,2021,1
77,SO_63,1,Customer_351,2,49.83,0.9,89.694,2021-01-04 16:32:15,Item_3,Option_3,2021-01-04,0,16,0,0,High,B,CustomerGroup_0,False,1,2021,1
78,SO_63,0,Customer_351,2,86.77,0.9,156.186,2021-01-04 16:32:15,Item_3,Option_17,2021-01-04,0,16,0,0,High,B,CustomerGroup_0,False,1,2021,1
79,SO_64,0,Customer_167,4,29.53,0.9,106.308,2021-01-04 17:00:10,Item_8,Option_19,2021-01-04,0,17,0,0,Low,B,CustomerGroup_0,False,0,2021,1
80,SO_65,0,Customer_867,1,170.82,0.9,153.738,2021-01-04 17:29:11,Item_4,Option_18,2021-01-04,0,17,0,0,Low,B,CustomerGroup_2,False,2,2021,1
81,SO_66,0,Customer_671,2,94.12,0.9,169.41600000000003,2021-01-04 19:20:44,Item_5,Option_5,2021-01-04,0,19,0,0,Low,B,CustomerGroup_1,False,2,2021,1
82,SO_66,1,Customer_671,2,70.1,0.9,126.17999999999999,2021-01-04 19:20:44,Item_11,Option_21,2021-01-04,0,19,0,0,Low,B,CustomerGroup_1,False,2,2021,1
83,SO_67,0,Customer_28,2,49.83,0.9,89.694,2021-01-04 19:57:09,Item_3,Option_3,2021-01-04,0,19,0,0,Low,A,CustomerGroup_0,False,2,2021,1
84,SO_68,1,Customer_92,1,170.82,0.9,153.738,2021-01-04 21:17:20,Item_4,Option_18,2021-01-04,0,21,0,1,Low,B,CustomerGroup_0,False,0,2021,1
85,SO_68,0,Customer_92,1,68.59,0.9,61.731,2021-01-04 21:17:20,Item_4,Option_4,2021-01-04,0,21,0,1,Low,B,CustomerGroup_0,False,0,2021,1
86,SO_69,1,Customer_656,1,68.59,0.9,61.731,2021-01-04 23:15:54,Item_4,Option_4,2021-01-04,0,23,0,1,Medium,A,CustomerGroup_1,False,1,2021,1
87,SO_69,0,Customer_656,1,49.83,0.9,44.847,2021-01-04 23:15:54,Item_3,Option_3,2021-01-04,0,23,0,1,Medium,A,CustomerGroup_1,False,1,2021,1
88,SO_70,0,Customer_782,2,29.53,0.9,53.154,2021-01-04 23:27:30,Item_8,Option_19,2021-01-04,0,23,0,1,Medium,A,CustomerGroup_1,False,2,2021,1
89,SO_70,1,Customer_782,3,53.18,0.9,143.58599999999998,2021-01-04 23:27:30,Item_8,Option_8,2021-01-04,0,23,0,1,Medium,A,CustomerGroup_1,False,2,2021,1
90,SO_72,0,Customer_1000,1,68.59,0.9,61.731,2021-01-05 01:43:23,Item_4,Option_4,2021-01-05,1,1,0,1,Medium,B,CustomerGroup_1,False,2,2021,1
91,SO_71,0,Customer_433,1,68.59,0.9,61.731,2021-01-05 01:43:26,Item_4,Option_4,2021-01-05,1,1,0,1,Low,B,CustomerGroup_0,False,0,2021,1
92,SO_73,0,Customer_615,2,170.82,0.9,307.476,2021-01-05 09:34:38,Item_4,Option_18,2021-01-05,1,9,0,0,Medium,B,CustomerGroup_1,False,1,2021,1
93,SO_74,0,Customer_475,2,170.82,0.9,307.476,2021-01-05 10:29:09,Item_4,Option_18,2021-01-05,1,10,0,0,Low,A,CustomerGroup_0,False,0,2021,1
94,SO_75,0,Customer_89,1,70.1,0.9,63.089999999999996,2021-01-05 13:14:30,Item_11,Option_21,2021-01-05,1,13,0,0,Medium,B,CustomerGroup_0,False,1,2021,1
95,SO_76,0,Customer_955,4,68.59,0.9,246.924,2021-01-05 13:36:48,Item_4,Option_4,2021-01-05,1,13,0,0,Medium,B,CustomerGroup_2,False,2,2021,1
96,SO_77,0,Customer_679,5,108.78,0.9,489.51,2021-01-05 15:06:43,Item_1,Option_1,2021-01-05,1,15,0,0,Medium,B,CustomerGroup_1,False,1,2021,1
97,SO_78,0,Customer_504,2,53.18,0.9,95.724,2021-01-05 17:28:43,Item_8,Option_8,2021-01-05,1,17,0,0,Low,A,CustomerGroup_1,False,0,2021,1
98,SO_79,0,Customer_947,1,155.39,0.9,139.851,2021-01-05 17:52:01,Item_2,Option_22,2021-01-05,1,17,0,0,Medium,A,CustomerGroup_2,False,2,2021,1
99,SO_80,0,Customer_669,1,53.18,0.9,47.862,2021-01-05 19:25:20,Item_8,Option_8,2021-01-05,1,19,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
100,SO_81,0,Customer_562,1,176.5,0.9,158.85,2021-01-05 19:45:10,Item_6,Option_15,2021-01-05,1,19,0,0,Low,A,CustomerGroup_1,False,0,2021,1
101,SO_82,0,Customer_692,1,170.82,0.9,153.738,2021-01-05 22:22:50,Item_4,Option_18,2021-01-05,1,22,0,1,Medium,B,CustomerGroup_1,False,2,2021,1
102,SO_83,2,Customer_765,1,94.12,0.9,84.70800000000001,2021-01-06 00:27:25,Item_5,Option_5,2021-01-06,2,0,0,1,Medium,A,CustomerGroup_1,False,1,2021,1
103,SO_83,1,Customer_765,1,86.77,0.9,78.093,2021-01-06 00:27:25,Item_3,Option_17,2021-01-06,2,0,0,1,Medium,A,CustomerGroup_1,False,1,2021,1
104,SO_83,0,Customer_765,1,49.83,0.9,44.847,2021-01-06 00:27:25,Item_3,Option_3,2021-01-06,2,0,0,1,Medium,A,CustomerGroup_1,False,1,2021,1
105,SO_84,0,Customer_181,1,48.32,0.9,43.488,2021-01-06 00:48:41,Item_9,Option_9,2021-01-06,2,0,0,1,Low,B,CustomerGroup_0,False,0,2021,1
106,SO_85,0,Customer_414,1,86.77,0.9,78.093,2021-01-06 02:21:30,Item_3,Option_17,2021-01-06,2,2,0,1,Low,B,CustomerGroup_0,False,2,2021,1
107,SO_86,0,Customer_105,1,94.12,0.9,84.70800000000001,2021-01-06 04:31:08,Item_5,Option_5,2021-01-06,2,4,0,1,Low,B,CustomerGroup_0,False,2,2021,1
108,SO_87,0,Customer_170,1,31.94,0.9,28.746000000000002,2021-01-06 07:11:40,Item_11,Option_11,2021-01-06,2,7,0,0,Medium,A,CustomerGroup_0,False,2,2021,1
109,SO_88,0,Customer_372,1,29.53,0.9,26.577,2021-01-06 09:23:51,Item_8,Option_19,2021-01-06,2,9,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
110,SO_89,0,Customer_968,1,77.04,0.9,69.33600000000001,2021-01-06 10:17:18,Item_2,Option_2,2021-01-06,2,10,0,0,Medium,B,CustomerGroup_2,False,2,2021,1
111,SO_91,0,Customer_604,2,108.78,0.9,195.804,2021-01-06 10:38:04,Item_1,Option_1,2021-01-06,2,10,0,0,Low,B,CustomerGroup_1,False,0,2021,1
112,SO_90,0,Customer_827,2,155.39,0.9,279.702,2021-01-06 10:55:36,Item_2,Option_22,2021-01-06,2,10,0,0,Low,B,CustomerGroup_2,False,0,2021,1
113,SO_92,0,Customer_342,1,345.92,0.9,311.32800000000003,2021-01-06 11:12:13,Item_0,Option_14,2021-01-06,2,11,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
114,SO_92,1,Customer_342,1,123.25,0.9,110.925,2021-01-06 11:12:13,Item_0,Option_0,2021-01-06,2,11,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
115,SO_93,0,Customer_667,1,49.83,0.9,44.847,2021-01-06 11:15:53,Item_3,Option_3,2021-01-06,2,11,0,0,Very High,B,CustomerGroup_1,False,1,2021,1
116,SO_93,1,Customer_667,1,86.77,0.9,78.093,2021-01-06 11:15:53,Item_3,Option_17,2021-01-06,2,11,0,0,Very High,B,CustomerGroup_1,False,1,2021,1
117,SO_94,0,Customer_667,1,48.32,0.9,43.488,2021-01-06 11:23:13,Item_9,Option_9,2021-01-06,2,11,0,0,Very High,B,CustomerGroup_1,True,1,2021,1
118,SO_95,0,Customer_760,3,94.37,0.9,254.799,2021-01-06 11:28:26,Item_7,Option_7,2021-01-06,2,11,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
119,SO_97,0,Customer_885,1,94.37,0.9,84.933,2021-01-06 14:14:04,Item_7,Option_7,2021-01-06,2,14,0,0,Low,C,CustomerGroup_2,False,0,2021,1
120,SO_96,0,Customer_927,1,123.25,0.9,110.925,2021-01-06 14:23:30,Item_0,Option_0,2021-01-06,2,14,0,0,Low,A,CustomerGroup_2,False,2,2021,1
121,SO_98,0,Customer_86,2,48.32,0.9,86.976,2021-01-06 15:55:13,Item_9,Option_9,2021-01-06,2,15,0,0,Low,B,CustomerGroup_0,False,2,2021,1
122,SO_99,0,Customer_956,1,123.25,0.9,110.925,2021-01-06 16:20:42,Item_0,Option_0,2021-01-06,2,16,0,0,Medium,A,CustomerGroup_2,False,2,2021,1
123,SO_100,0,Customer_306,1,176.5,0.9,158.85,2021-01-06 18:32:42,Item_6,Option_15,2021-01-06,2,18,0,0,Medium,B,CustomerGroup_0,False,1,2021,1
124,SO_101,0,Customer_190,1,49.83,0.9,44.847,2021-01-06 19:44:12,Item_3,Option_3,2021-01-06,2,19,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
125,SO_101,1,Customer_190,1,48.32,0.9,43.488,2021-01-06 19:44:12,Item_9,Option_9,2021-01-06,2,19,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
126,SO_102,0,Customer_119,1,202.94,0.9,182.64600000000002,2021-01-06 20:27:24,Item_1,Option_20,2021-01-06,2,20,0,1,Medium,B,CustomerGroup_0,False,2,2021,1
127,SO_103,0,Customer_66,1,94.37,0.9,84.933,2021-01-06 20:49:04,Item_7,Option_7,2021-01-06,2,20,0,1,Medium,B,CustomerGroup_0,False,2,2021,1
128,SO_104,0,Customer_287,1,192.22,0.9,172.998,2021-01-06 21:50:29,Item_0,Option_12,2021-01-06,2,21,0,1,High,B,CustomerGroup_0,False,1,2021,1
129,SO_105,0,Customer_154,1,48.32,0.9,43.488,2021-01-06 22:42:53,Item_9,Option_9,2021-01-06,2,22,0,1,Low,B,CustomerGroup_0,False,2,2021,1
130,SO_106,0,Customer_141,1,70.1,0.9,63.089999999999996,2021-01-07 00:02:42,Item_11,Option_21,2021-01-07,3,0,0,1,Medium,B,CustomerGroup_0,False,1,2021,1
131,SO_106,1,Customer_141,1,31.94,0.9,28.746000000000002,2021-01-07 00:02:42,Item_11,Option_11,2021-01-07,3,0,0,1,Medium,B,CustomerGroup_0,False,1,2021,1
132,SO_106,2,Customer_141,1,86.77,0.9,78.093,2021-01-07 00:02:42,Item_3,Option_17,2021-01-07,3,0,0,1,Medium,B,CustomerGroup_0,False,1,2021,1
133,SO_107,1,Customer_231,1,345.92,0.9,311.32800000000003,2021-01-07 01:21:34,Item_0,Option_14,2021-01-07,3,1,0,1,Medium,B,CustomerGroup_0,False,2,2021,1
134,SO_107,2,Customer_231,1,192.22,0.9,172.998,2021-01-07 01:21:34,Item_0,Option_12,2021-01-07,3,1,0,1,Medium,B,CustomerGroup_0,False,2,2021,1
135,SO_107,0,Customer_231,2,123.25,0.9,221.85,2021-01-07 01:21:34,Item_0,Option_0,2021-01-07,3,1,0,1,Medium,B,CustomerGroup_0,False,2,2021,1
136,SO_108,1,Customer_755,1,123.25,0.9,110.925,2021-01-07 02:12:49,Item_0,Option_0,2021-01-07,3,2,0,1,Low,B,CustomerGroup_1,False,2,2021,1
137,SO_108,0,Customer_755,2,49.83,0.9,89.694,2021-01-07 02:12:49,Item_3,Option_3,2021-01-07,3,2,0,1,Low,B,CustomerGroup_1,False,2,2021,1
138,SO_109,0,Customer_439,1,31.94,0.9,28.746000000000002,2021-01-07 04:38:07,Item_11,Option_11,2021-01-07,3,4,0,1,Medium,C,CustomerGroup_0,False,2,2021,1
139,SO_110,0,Customer_555,4,202.94,0.9,730.5840000000001,2021-01-07 09:21:32,Item_1,Option_20,2021-01-07,3,9,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
140,SO_110,1,Customer_555,1,108.78,0.9,97.902,2021-01-07 09:21:32,Item_1,Option_1,2021-01-07,3,9,0,0,Medium,B,CustomerGroup_1,False,2,2021,1
141,SO_111,0,Customer_332,1,179.59,0.9,161.631,2021-01-07 09:52:02,Item_6,Option_6,2021-01-07,3,9,0,0,Low,B,CustomerGroup_0,False,2,2021,1
142,SO_112,0,Customer_217,4,48.32,0.9,173.952,2021-01-07 11:06:19,Item_9,Option_9,2021-01-07,3,11,0,0,Medium,B,CustomerGroup_0,False,2,2021,1
143,SO_113,0,Customer_938,3,29.53,0.9,79.73100000000001,2021-01-07 11:23:19,Item_8,Option_19,2021-01-07,3,11,0,0,Low,B,CustomerGroup_2,False,0,2021,1
144,SO_114,0,Customer_916,1,108.78,0.9,97.902,2021-01-07 11:25:08,Item_1,Option_1,2021-01-07,3,11,0,0,Low,C,CustomerGroup_2,False,0,2021,1
145,SO_115,0,Customer_529,1,94.12,0.9,84.70800000000001,2021-01-07 11:34:57,Item_5,Option_5,2021-01-07,3,11,0,0,Medium,B,CustomerGroup_1,False,1,2021,1
146,SO_116,0,Customer_352,2,48.32,0.9,86.976,2021-01-07 11:43:46,Item_9,Option_9,2021-01-07,3,11,0,0,High,B,CustomerGroup_0,False,2,2021,1
147,SO_118,0,Customer_68,1,53.18,0.9,47.862,2021-01-07 12:01:55,Item_8,Option_8,2021-01-07,3,12,0,0,Low,B,CustomerGroup_0,False,0,2021,1
148,SO_117,0,Customer_109,1,29.53,0.9,26.577,2021-01-07 12:05:13,Item_8,Option_19,2021-01-07,3,12,0,0,Medium,A,CustomerGroup_0,False,2,2021,1
