sum,count,multiorder_ratio,multiorder_ratio_smooth
1,21,0.047619047619047616,0.029491796718687475
0,13,0.0,0.021088435374149655
0,13,0.0,0.021088435374149655
0,19,0.0,0.014739229024943307
0,11,0.0,0.007936507936507934
0,18,0.0,0.026984126984126982
1,18,0.05555555555555555,0.02698412698412698
0,5,0.0,0.02698412698412698
2,15,0.13333333333333333,0.02698412698412698
0,20,0.0,0.02698412698412698
0,12,0.0,0.019047619047619042
0,12,0.0,0.0369047619047619
0,14,0.0,0.025375939849624055
0,19,0.0,0.04578410311493018
1,8,0.125,0.05877111610194317
1,19,0.05263157894736842,0.05877111610194317
2,14,0.14285714285714285,0.05877111610194317
1,11,0.09090909090909091,0.05877111610194317
0,12,0.0,0.040913973244800304
0,8,0.0,0.0333951762523191
0,14,0.0,0.012987012987012983
0,13,0.0,0.0
0,17,0.0,0.0119047619047619
0,23,0.0,0.0119047619047619
0,21,0.0,0.019841269841269833
1,12,0.08333333333333333,0.019841269841269833
0,14,0.0,0.019841269841269833
1,18,0.05555555555555555,0.019841269841269833
0,10,0.0,0.02936507936507936
0,9,0.0,0.017460317460317457
0,10,0.0,0.028449328449328442
1,15,0.06666666666666667,0.030716902145473568
0,14,0.0,0.030716902145473568
1,13,0.07692307692307693,0.030716902145473568
1,14,0.07142857142857142,0.043139262393920776
0,11,0.0,0.03361545287011125
0,21,0.0,0.03361545287011125
2,23,0.08695652173913043,0.030145238873581465
0,20,0.0,0.0199411572409284
0,17,0.0,0.0199411572409284
1,19,0.05263157894736842,0.0199411572409284
0,18,0.0,0.02339181286549707
0,19,0.0,0.02339181286549707
0,27,0.0,0.04124895572263993
1,9,0.1111111111111111,0.03373015873015873
0,12,0.0,0.04325396825396825
2,16,0.125,0.04325396825396825
0,10,0.0,0.04325396825396825
1,15,0.06666666666666667,0.027380952380952377
0,19,0.0,0.027380952380952377
0,13,0.0,0.00952380952380952
0,16,0.0,0.016017316017316013
0,25,0.0,0.00649350649350649
0,12,0.0,0.01748251748251748
1,22,0.045454545454545456,0.01748251748251748
0,19,0.0,0.01748251748251748
1,13,0.07692307692307693,0.02145077145077145
0,23,0.0,0.02145077145077145
0,16,0.0,0.014957264957264954
1,36,0.027777777777777776,0.020671550671550666
0,37,0.0,0.009682539682539678
0,24,0.0,0.019886621315192737
1,25,0.04,0.02973883806396121
0,18,0.0,0.02925490465319853
2,28,0.07142857142857142,0.035748411146705024
2,29,0.06896551724137931,0.035748411146705024
1,41,0.024390243902439025,0.046294288034045325
1,22,0.045454545454545456,0.07161074373024787
0,14,0.0,0.07218833325662445
14,123,0.11382113821138211,0.062336116507855976
14,79,0.17721518987341772,0.06806838581211584
4,53,0.07547169811320754,0.06667692013493588
0,28,0.0,0.0711412058492216
2,31,0.06451612903225806,0.06615923873631738
1,28,0.03571428571428571,0.06339917401755846
1,32,0.03125,0.05926202113095406
3,38,0.07894736842105263,0.06436406194728059
6,38,0.15789473684210525,0.05800461494267229
2,43,0.046511627906976744,0.06448558570935733
1,28,0.03571428571428571,0.06987351674384011
1,50,0.02,0.09307807987580796
3,37,0.08108108108108109,0.09172704604122149
2,29,0.06896551724137931,0.0997345424208109
7,29,0.2413793103448276,0.10944731641929918
19,128,0.1484375,0.131935795681972
8,78,0.10256410256410256,0.13584331766178312
14,135,0.1037037037037037,0.14102869489797704
11,62,0.1774193548387097,0.1247830183441567
9,83,0.10843373493975904,0.11198102254583737
6,57,0.10526315789473684,0.10243104871014926
6,47,0.1276595744680851,0.09079083706993761
3,51,0.058823529411764705,0.06544521495012194
2,56,0.03571428571428571,0.053356041931516905
1,45,0.022222222222222223,0.0504765026578007
0,40,0.0,0.03920806170591399
1,42,0.023809523809523808,0.04633265067193517
4,47,0.0851063829787234,0.04744178997983225
2,41,0.04878048780487805,0.05429224946187068
5,46,0.10869565217391304,0.07377276894239015
2,46,0.043478260869565216,0.08900494877084328
4,57,0.07017543859649122,0.0982754654881685
9,66,0.13636363636363635,0.10531242661408227
6,46,0.13043478260869565,0.10482207028848568
9,60,0.15,0.10977160444997637
5,51,0.09803921568627451,0.11335198397020552
6,57,0.10526315789473684,0.11172860734682888
5,64,0.078125,0.10710066921505444
4,42,0.09523809523809523,0.11515055583636961
6,48,0.125,0.12535802865600595
5,51,0.09803921568627451,0.12680395115456003
13,63,0.20634920634920634,0.14122959081340866
10,59,0.1694915254237288,0.14136041237280164
9,78,0.11538461538461539,0.14698663546477816
12,67,0.1791044776119403,0.1433706436134922
5,52,0.09615384615384616,0.12320895574994098
12,73,0.1643835616438356,0.11899588068940828
4,55,0.07272727272727272,0.12982328857563968
3,46,0.06521739130434782,0.11888894928309145
7,50,0.14,0.12187001077479123
13,68,0.19117647058823528,0.11558241202143905
8,78,0.10256410256410256,0.12867616758094805
11,94,0.11702127659574468,0.1526274991558651
13,108,0.12037037037037036,0.15718107058443653
12,73,0.1643835616438356,0.14103086050040292
17,73,0.2328767123287671,0.13508964724211647
11,64,0.171875,0.13464718639028314
5,64,0.078125,0.13879788881684765
5,82,0.06097560975609756,0.12647523715344255
9,79,0.11392405063291139,0.09494929567093575
13,87,0.14942528735632185,0.10029605646827797
5,64,0.078125,0.10677202648591463
1,82,0.012195121951219513,0.13671668727706035
18,86,0.20930232558139536,0.13220652878328312
10,81,0.12345679012345678,0.11422140369876653
23,85,0.27058823529411763,0.11679695314931597
7,85,0.08235294117647059,0.14332860239437986
2,85,0.023529411764705882,0.12577394918081192
5,52,0.09615384615384616,0.12074230689426767
19,96,0.19791666666666666,0.10740330040559624
7,81,0.08641975308641975,0.10296460184925063
9,102,0.08823529411764706,0.1271419836453426
14,79,0.17721518987341772,0.12152260302596195
4,78,0.05128205128205128,0.11467736493072386
16,83,0.1927710843373494,0.12642807146054685
5,88,0.056818181818181816,0.14080715642786712
12,80,0.15,0.13629513901183102
14,83,0.1686746987951807,0.1521834174001094
17,90,0.18888888888888888,0.1313832355405959
15,103,0.14563106796116504,0.13867251488869875
13,80,0.1625,0.1329713353343082
5,106,0.04716981132075472,0.11879558471277443
11,102,0.10784313725490197,0.11390276847975203
12,109,0.11009174311926606,0.12472319388551799
5,72,0.06944444444444445,0.11848203405524925
15,97,0.15463917525773196,0.14768819004168518
29,131,0.22137404580152673,0.14942488471955634
12,101,0.1188118811881188,0.16684034998823263
39,155,0.25161290322580643,0.1768889931013919
15,125,0.12,0.16996835238821398
29,125,0.232,0.16408351444230734
13,93,0.13978494623655913,0.18669730766328171
12,113,0.10619469026548672,0.1614335150796218
20,111,0.18018018018018017,0.17242918607529284
23,83,0.27710843373493976,0.15906654871265546
8,107,0.07476635514018691,0.15046090704249765
26,132,0.19696969696969696,0.15935038738051083
18,130,0.13846153846153847,0.1574198854500089
7,88,0.07954545454545454,0.14311741640822864
16,95,0.16842105263157894,0.1519853807115102
14,84,0.16666666666666666,0.13497857799042176
20,113,0.17699115044247787,0.1363022543140981
13,95,0.1368421052631579,0.15431111461267802
6,77,0.07792207792207792,0.15199009467152075
13,88,0.14772727272727273,0.14929858328435722
22,107,0.205607476635514,0.14065768384527924
14,92,0.15217391304347827,0.14415028631920598
17,115,0.14782608695652175,0.1630937488716911
12,103,0.11650485436893204,0.1497538279230745
20,124,0.16129032258064516,0.13718805394993383
20,95,0.21052631578947367,0.1304865175001136
5,92,0.05434782608695652,0.12276136222061051
10,85,0.11764705882352941,0.12708766742871852
10,95,0.10526315789473684,0.12445435603964676
9,96,0.09375,0.11434844610351612
16,109,0.14678899082568808,0.14071847853357164
12,84,0.14285714285714285,0.1432167751495153
13,93,0.13978494623655913,0.142154336444056
27,113,0.23893805309734514,0.15044515277058662
10,74,0.13513513513513514,0.15903194718465088
9,92,0.09782608695652174,0.15086868187852845
17,112,0.15178571428571427,0.1599999329452634
24,116,0.20689655172413793,0.14267264804900398
9,105,0.08571428571428572,0.14796554738163842
22,108,0.2037037037037037,0.15347091158265477
12,102,0.11764705882352941,0.16691604373387595
26,151,0.17218543046357615,0.15866265163293392
12,88,0.13636363636363635,0.16229076954676613
30,122,0.2459016393442623,0.15306601684375254
17,114,0.14912280701754385,0.1517354846308674
8,72,0.1111111111111111,0.15131339016903783
16,115,0.1391304347826087,0.14987798347047326
13,120,0.10833333333333334,0.13953051895773608
22,130,0.16923076923076924,0.13608440366951552
12,95,0.12631578947368421,0.1298638974490093
17,98,0.17346938775510204,0.1251396362030089
10,80,0.125,0.12374795276907195
5,74,0.06756756756756757,0.12100070002181922
7,66,0.10606060606060606,0.1264849990045702
7,71,0.09859154929577464,0.12368167987472047
15,100,0.15,0.13014064644007
14,85,0.16470588235294117,0.13740543002064307
14,91,0.15384615384615385,0.150291298046698
16,94,0.1702127659574468,0.15021239324534083
9,76,0.11842105263157894,0.1479296244677267
21,107,0.19626168224299065,0.162727738835425
10,102,0.09803921568627451,0.14604072214840833
13,97,0.13402061855670103,0.13164524764655083
22,82,0.2682926829268293,0.12544224012775387
2,54,0.037037037037037035,0.11134213918014892
5,72,0.06944444444444445,0.12956892850312046
6,80,0.075,0.1506016972807346
4,41,0.0975609756097561,0.13933044820460747
81,359,0.22562674094707522,0.16472727360143286
90,320,0.28125,0.16171908107711128
50,264,0.1893939393939394,0.16846511282314305
29,135,0.21481481481481482,0.17238497345032072
3,62,0.04838709677419355,0.15313959487346587
11,90,0.12222222222222222,0.1228132401936629
11,88,0.125,0.09879647681519739
6,66,0.09090909090909091,0.10718068519940578
4,58,0.06896551724137931,0.13922928176413135
1,47,0.02127659574468085,0.13475597729082686
224,819,0.27350427350427353,0.14174355493057844
15,55,0.2727272727272727,0.142525905110519
5,55,0.09090909090909091,0.1401924853542317
8,46,0.17391304347826086,0.14990807371723647
8,83,0.0963855421686747,0.121418045227208
2,38,0.05263157894736842,0.08245700626616904
5,56,0.08928571428571429,0.07181191365386332
4,54,0.07407407407407407,0.061051700199222424
0,42,0.0,0.06156805131798317
1,61,0.01639344262295082,0.06503826531451297
7,71,0.09859154929577464,0.05689145820457221
5,50,0.1,0.060595161908275914
4,52,0.07692307692307693,0.07104812358074979
2,62,0.03225806451612903,0.07723498785423015
5,50,0.1,0.07381146162221118
6,82,0.07317073170731707,0.06512798823285544
4,67,0.05970149253731343,0.06271040581527301
5,67,0.07462686567164178,0.05810211088439744
2,51,0.0392156862745098,0.051752904535191095
3,50,0.06,0.04764914921192358
0,50,0.0,0.061529328149170115
2,36,0.05555555555555555,0.050868347338935575
2,45,0.044444444444444446,0.057170868347338935
8,51,0.1568627450980392,0.07132671250318309
0,29,0.0,0.08561242678889737
4,48,0.08333333333333333,0.08812888052486333
7,44,0.1590909090909091,0.11108370347968625
3,30,0.1,0.10958066323919982
3,41,0.07317073170731707,0.12124247081937475
8,39,0.20512820512820512,0.10933770891461284
6,41,0.14634146341463414,0.09803900761591154
4,49,0.08163265306122448,0.10838383520211844
0,47,0.0,0.10544967052212577
4,50,0.08,0.08408214915460441
5,29,0.1724137931034483,0.06317622580965668
2,38,0.05263157894736842,0.056616459045808275
2,36,0.05555555555555555,0.07110921266899668
0,27,0.0,0.0668234983832824
1,28,0.03571428571428571,0.058065972384377086
7,69,0.10144927536231885,0.054210179054899554
1,20,0.05,0.06092568577040626
3,27,0.1111111111111111,0.0658517941447905
1,39,0.02564102564102564,0.06471800729671794
4,39,0.10256410256410256,0.05974906319733906
1,29,0.034482758620689655,0.06126421471249057
1,36,0.027777777777777776,0.0453911988394747
2,30,0.06666666666666667,0.0648942183424942
2,33,0.06060606060606061,0.0636350608333367
0,23,0.0,0.05870895245895246
6,37,0.16216216216216217,0.05474069849069849
3,32,0.09375,0.05235974610974611
0,25,0.0,0.04370173745173745
0,23,0.0,0.04991291757596106
1,20,0.05,0.04261991028295376
0,30,0.0,0.03543823326432022
1,23,0.043478260869565216,0.05660225442834138
3,27,0.1111111111111111,0.05660225442834138
1,23,0.043478260869565216,0.07624511157119852
4,27,0.14814814814814814,0.09529273061881757
0,16,0.0,0.09622440763745112
3,16,0.1875,0.09333840475144824
4,30,0.13333333333333333,0.08712722462722464
1,20,0.05,0.06596320346320346
2,22,0.09090909090909091,0.06596320346320346
0,26,0.0,0.03917748917748918
0,20,0.0,0.027648667122351336
0,25,0.0,0.0329281702279414
0,19,0.0,0.019941157240928407
1,19,0.05263157894736842,0.019941157240928407
2,23,0.08695652173913043,0.019941157240928407
0,26,0.0,0.019941157240928407
0,27,0.0,0.019941157240928407
0,14,0.0,0.019941157240928407
0,35,0.0,0.007518796992481203
0,19,0.0,0.007518796992481203
1,19,0.05263157894736842,0.007518796992481203
0,24,0.0,0.01850780798149219
0,15,0.0,0.01850780798149219
0,30,0.0,0.01850780798149219
2,26,0.07692307692307693,0.01098901098901099
0,7,0.0,0.05860805860805861
0,6,0.0,0.05860805860805861
0,9,0.0,0.05860805860805861
1,3,0.3333333333333333,0.07936507936507937
0,8,0.0,0.07936507936507937
0,5,0.0,0.09977324263038548
2,9,0.2222222222222222,0.09977324263038548
0,8,0.0,0.05215419501133787
1,7,0.14285714285714285,0.07163471449185733
0,18,0.0,0.07163471449185733
0,10,0.0,0.0398886827458256
3,22,0.13636363636363635,0.0453831882403311
0,11,0.0,0.024975024975024972
0,16,0.0,0.031468531468531465
1,26,0.038461538461538464,0.031468531468531465
0,13,0.0,0.020391373332549804
1,22,0.045454545454545456,0.0268848798260563
0,18,0.0,0.038789641730818204
1,17,0.058823529411764705,0.03329513623631271
1,22,0.045454545454545456,0.03329513623631271
2,24,0.08333333333333333,0.03700571137545927
0,12,0.0,0.03700571137545927
0,11,0.0,0.02860235003092146
1,14,0.07142857142857142,0.03163265306122449
0,13,0.0,0.019727891156462587
0,22,0.0,0.019727891156462587
1,15,0.06666666666666667,0.019727891156462587
0,13,0.0,0.009523809523809523
0,16,0.0,0.009523809523809523
0,10,0.0,0.009523809523809523
0,18,0.0,0.0
0,16,0.0,0.0
0,9,0.0,0.0
0,9,0.0,0.0
0,12,0.0,0.0
0,11,0.0,0.0
0,19,0.0,0.0
0,16,0.0,0.0
0,18,0.0,0.0
0,15,0.0,0.017857142857142856
0,24,0.0,0.017857142857142856
0,14,0.0,0.045068027210884355
1,8,0.125,0.05605703819989534
0,16,0.0,0.06704604918890633
4,21,0.19047619047619047,0.06704604918890633
2,26,0.07692307692307693,0.06704604918890633
1,13,0.07692307692307693,0.056331763474620614
0,8,0.0,0.056331763474620614
0,14,0.0,0.02912087912087912
1,20,0.05,0.025274725274725275
0,19,0.0,0.014285714285714287
0,10,0.0,0.014285714285714287
1,20,0.05,0.03333333333333333
0,16,0.0,0.04404761904761905
0,11,0.0,0.052450980392156864
2,15,0.13333333333333333,0.06673669467787115
2,16,0.125,0.059593837535014
1,17,0.058823529411764705,0.0658050176592376
2,20,0.1,0.06580501765923762
0,19,0.0,0.04675739861161856
1,23,0.043478260869565216,0.028900255754475707
0,10,0.0,0.020496894409937887
0,13,0.0,0.019198193111236588
0,14,0.0,0.032803635288107334
0,17,0.0,0.026592455163883734
1,11,0.09090909090909091,0.026592455163883734
2,21,0.09523809523809523,0.026592455163883734
0,18,0.0,0.026592455163883734
0,12,0.0,0.026592455163883734
0,18,0.0,0.013605442176870748
0,16,0.0,0.017142857142857144
0,19,0.0,0.017142857142857144
0,16,0.0,0.017142857142857144
3,25,0.12,0.017142857142857144
0,30,0.0,0.017142857142857144
0,17,0.0,0.026666666666666665
0,5,0.0,0.026666666666666665
0,18,0.0,0.009523809523809523
1,15,0.06666666666666667,0.009523809523809523
0,21,0.0,0.009523809523809523
0,18,0.0,0.009523809523809523
0,20,0.0,0.009523809523809523
0,11,0.0,0.0
0,18,0.0,0.0
0,21,0.0,0.0
0,30,0.0,0.0
0,8,0.0,0.0
0,24,0.0,0.0
0,12,0.0,0.0
0,9,0.0,0.009852216748768473
0,18,0.0,0.016654937837203846
0,13,0.0,0.016654937837203846
2,29,0.06896551724137931,0.03004779498006099
1,21,0.047619047619047616,0.03514983579638752
0,14,0.0,0.04407840722495895
3,32,0.09375,0.04407840722495895
1,28,0.03571428571428571,0.03422619047619047
1,16,0.0625,0.0274234693877551
0,25,0.0,0.0274234693877551
0,15,0.0,0.022959183673469385
0,22,0.0,0.022321428571428572
0,30,0.0,0.018001152073732717
2,32,0.0625,0.02310319289005925
1,32,0.03125,0.028817478604344963
1,31,0.03225806451612903,0.028817478604344963
1,28,0.03571428571428571,0.028817478604344963
1,25,0.04,0.03612267340953977
0,25,0.0,0.048141904178770546
0,20,0.0,0.04353360924789497
5,44,0.11363636363636363,0.04795537795537796
3,26,0.11538461538461539,0.05563394938394939
0,27,0.0,0.07150696525696525
2,30,0.06666666666666667,0.07150696525696525
3,32,0.09375,0.06501345876345876
4,36,0.1111111111111111,0.055498583394924854
0,17,0.0,0.05549858339492486
3,44,0.06818181818181818,0.060626788523129985
2,41,0.04878048780487805,0.05184222631114842
0,31,0.0,0.04518580029988369
4,39,0.10256410256410256,0.05791564471289642
1,31,0.03225806451612903,0.06765590445315617
2,31,0.06451612903225806,0.07973488238579263
9,101,0.0891089108910891,0.07973488238579263
12,88,0.13636363636363635,0.06508286773377799
8,60,0.13333333333333333,0.0721841746764387
0,47,0.0,0.06743187052897327
0,21,0.0,0.06490610774861359
5,61,0.08196721311475409,0.04846510194590568
1,32,0.03125,0.05214475562555935
3,42,0.07142857142857142,0.056906660387464114
1,47,0.02127659574468085,0.07476380324460696
7,44,0.1590909090909091,0.06671720503407433
2,60,0.03333333333333333,0.07485796133659535
7,56,0.125,0.11010842515848773
1,39,0.02564102564102564,0.12325938767115237
3,34,0.08823529411764706,0.12154051830522418
7,22,0.3181818181818182,0.1216626184273243
17,150,0.11333333333333333,0.11664656706295833
15,102,0.14705882352941177,0.11962808167237991
4,117,0.03418803418803419,0.10957406006373648
8,89,0.0898876404494382,0.08044604522143592
4,86,0.046511627906976744,0.08211271188810257
1,56,0.017857142857142856,0.0822683296907792
8,70,0.11428571428571428,0.09325734067979019
8,64,0.125,0.08591075468151879
4,27,0.14814814814814814,0.07926623640909355
5,45,0.1111111111111111,0.09745254318987039
1,26,0.038461538461538464,0.09955919230112777
0,37,0.0,0.09901806676000224
9,62,0.14516129032258066,0.09190556784422463
8,62,0.12903225806451613,0.09003815421210513
8,66,0.12121212121212122,0.10424808221513658
6,61,0.09836065573770492,0.11874083583832498
5,51,0.09803921568627451,0.11099052163639789
8,58,0.13793103448275862,0.11104473687087878
7,69,0.10144927536231885,0.11204373786987976
5,55,0.09090909090909091,0.10767744564584929
11,85,0.12941176470588237,0.10352406015372138
10,78,0.1282051282051282,0.11470765754421534
4,59,0.06779661016949153,0.10454390825003126
4,58,0.06896551724137931,0.10318480223976247
16,74,0.21621621621621623,0.09676984188942514
2,66,0.030303030303030304,0.0982116624801819
7,86,0.08139534883720931,0.10849571048976299
6,71,0.08450704225352113,0.11879001388751467
13,94,0.13829787234042554,0.1149290100265108
13,93,0.13978494623655913,0.13536191045941123
11,78,0.14102564102564102,0.1331016849814961
14,74,0.1891891891891892,0.1353149646595645
13,75,0.17333333333333334,0.1421925083203754
8,122,0.06557377049180328,0.13162172652718274
7,70,0.1,0.13921445742088448
11,59,0.1864406779661017,0.1260123151864842
5,76,0.06578947368421052,0.11593665875568758
20,103,0.1941747572815534,0.1296104519112364
9,93,0.0967741935483871,0.13437235667314118
11,107,0.102803738317757,0.13178323577557927
15,93,0.16129032258064516,0.12609531467412433
14,105,0.13333333333333333,0.11899098426882306
17,101,0.16831683168316833,0.11732415418744253
2,77,0.025974025974025976,0.11483302780755389
13,90,0.14444444444444443,0.104778566140189
8,94,0.0851063829787234,0.11315951852114137
7,82,0.08536585365853659,0.10240329339696784
7,77,0.09090909090909091,0.11809307099150734
24,125,0.192,0.10828066117909751
8,86,0.09302325581395349,0.10963611998136483
11,81,0.13580246913580246,0.11564828094331059
5,66,0.07575757575757576,0.11992971379617201
7,74,0.0945945945945946,0.1298241796906379
13,102,0.12745098039215685,0.1425091691198134
11,91,0.12087912087912088,0.14831890041974077
29,111,0.26126126126126126,0.1672582943591347
18,99,0.18181818181818182,0.1714543440097298
18,102,0.17647058823529413,0.1647910726405761
25,120,0.20833333333333334,0.16963147033811662
15,121,0.12396694214876033,0.14973003580253577
8,99,0.08080808080808081,0.13901259790063183
13,84,0.15476190476190477,0.1306754047556573
15,123,0.12195121951219512,0.11366860203456887
11,103,0.10679611650485436,0.10865745156887295
15,127,0.11811023622047244,0.11532072293802667
10,112,0.08928571428571429,0.12222973654346884
8,90,0.08888888888888889,0.11766527661315526
13,102,0.12745098039215685,0.11999110612345079
26,128,0.203125,0.12352637850011801
9,100,0.09,0.1324855621735874
16,130,0.12307692307692308,0.14903349368214883
12,84,0.14285714285714285,0.1554163747034098
19,125,0.152,0.14342784584815907
26,127,0.2047244094488189,0.1472373696576829
21,122,0.1721311475409836,0.1532931843465911
18,151,0.11920529801324503,0.15777679597305985
14,120,0.11666666666666667,0.15919176195945445
23,139,0.16546762589928057,0.17012398918105173
23,132,0.17424242424242425,0.17304705275985297
17,105,0.1619047619047619,0.16650265238836712
36,128,0.28125,0.16917003513093784
26,135,0.1925925925925926,0.16233852554868772
8,109,0.07339449541284404,0.14401489515609178
18,133,0.13533834586466165,0.13820166077142884
14,119,0.11764705882352941,0.12030356116461362
4,87,0.04597701149425287,0.10982834151508204
12,99,0.12121212121212122,0.11814040608016449
17,109,0.1559633027522936,0.11811137597594638
13,109,0.11926605504587157,0.12019485399525331
15,114,0.13157894736842105,0.137596028767407
20,148,0.13513513513513514,0.14487017538581592
16,121,0.1322314049586777,0.13699546586898168
25,149,0.16778523489932887,0.1351799404408829
21,122,0.1721311475409836,0.1370868817070919
12,119,0.10084033613445378,0.13442541302620578
13,122,0.10655737704918032,0.14274609667156474
20,138,0.14492753623188406,0.15190307139609124
12,103,0.11650485436893204,0.16104306619182376
20,105,0.19047619047619047,0.1666373038869018
32,138,0.2318840579710145,0.1718229847166107
34,144,0.2361111111111111,0.1749285747787225
14,100,0.14,0.18649248548306982
16,112,0.14285714285714285,0.19341560871466332
26,156,0.16666666666666666,0.1853711031593712
31,157,0.19745222929936307,0.16319556627795198
27,113,0.23893805309734514,0.16195458503697072
23,131,0.17557251908396945,0.17494159802398368
11,136,0.08088235294117647,0.16818964351083518
13,99,0.13131313131313133,0.16523869362671145
36,154,0.23376623376623376,0.13936914885129378
16,134,0.11940298507462686,0.14514450326786957
32,181,0.17679558011049723,0.162346838747516
7,121,0.05785123966942149,0.157193262165368
27,125,0.216,0.13845010056506352
31,154,0.2012987012987013,0.14128403217284738
8,84,0.09523809523809523,0.13751930328222012
8,78,0.10256410256410256,0.13796564186603097
11,79,0.13924050632911392,0.12860028156261757
17,113,0.1504424778761062,0.11770046709137454
5,82,0.06097560975609756,0.12586373239749696
17,113,0.1504424778761062,0.1361550284030787
11,88,0.125,0.14193317035606243
16,105,0.1523809523809524,0.152511358647814
22,126,0.1746031746031746,0.1762011463557058
23,128,0.1796875,0.17808598717859975
33,147,0.22448979591836735,0.1787473628399754
22,97,0.2268041237113402,0.18639042006286455
18,110,0.16363636363636364,0.18430425226241104
14,108,0.12962962962962962,0.1878204773008135
21,102,0.20588235294117646,0.17883852954335552
20,125,0.16,0.1620935177411484
19,93,0.20430107526881722,0.15478832293595363
16,99,0.16161616161616163,0.15358582173345242
8,73,0.1095890410958904,0.1391242231405269
9,80,0.1125,0.13055279456909832
12,99,0.12121212121212122,0.1500992782751926
9,86,0.10465116279069768,0.16589374366643214
6,60,0.1,0.1796499310729016
321,941,0.34112646121147716,0.1778642167871873
135,496,0.2721774193548387,0.16054819947117
28,136,0.20588235294117646,0.16037635848136592
3,30,0.1,0.18037635848136588
0,28,0.0,0.1516440068797263
6,58,0.10344827586206896,0.15238822335380173
24,100,0.24,0.1464139586479194
7,50,0.14,0.14105681579077656
276,995,0.27738693467336684,0.1562083309422917
21,128,0.1640625,0.14823272690757436
4,64,0.0625,0.13331747267028624
7,66,0.10606060606060606,0.12474604409885766
3,63,0.047619047619047616,0.10552750241082565
8,59,0.13559322033898305,0.11010120689261838
6,75,0.08,0.11525714250630047
10,70,0.14285714285714285,0.10736954987294513
10,51,0.19607843137254902,0.11247159068927164
7,71,0.09859154929577464,0.09310113064084549
3,59,0.05084745762711865,0.09916527058253646
5,60,0.08333333333333333,0.08974611830624132
0,74,0.0,0.07239589463468314
6,49,0.12244897959183673,0.06947210187814391
3,39,0.07692307692307693,0.06799968515148991
5,67,0.07462686567164178,0.07566439487099415
5,64,0.078125,0.09044271999414685
3,74,0.04054054054054054,0.07295000862388447
10,73,0.136986301369863,0.0708895690634449
6,58,0.10344827586206896,0.06643976837743396
0,52,0.0,0.06679979141890861
3,48,0.0625,0.06392373752244655
2,46,0.043478260869565216,0.05328283732675184
5,62,0.08064516129032258,0.044998018697105624
